"","feature","task","shap_phi","fname","group","taxa"
"2097","bio_16",59,8.27315413711884,"PWetQ","precipitation","Pranti"
"2098","bio_17",59,8.19888205837728,"PDryQ","precipitation","Pranti"
"2099","bio_18",59,34.6373627637949,"PWarmQ","precipitation","Pranti"
"2100","bio_19",59,72.4316902103231,"PColdQ","precipitation","Pranti"
"2101","bio_2",59,16.1680074631752,"TMeanRngD","temperature","Pranti"
"2102","bio_3",59,35.2871043369002,"TIso","temperature","Pranti"
"2103","bio_4",59,44.3347999659076,"TSeason","temperature","Pranti"
"2104","bio_5",59,35.1799763359202,"TMaxWarmM","temperature","Pranti"
"2105","bio_6",59,16.555507338408,"TMinColdM","temperature","Pranti"
"2106","bio_7",59,26.6887621942419,"TRngY","temperature","Pranti"
"2107","bio_8",59,2.29359146775576,"TMeanWetQ","temperature","Pranti"
"2108","bio_9",59,38.9326642712251,"TMeanDryQ","temperature","Pranti"
"2109","bs_top",59,39.3327669031273,"bs_top","hydro","Pranti"
"2110","Carbone",59,13.75924741316,"C","physchem","Pranti"
"2111","cec_top",59,93.5297808077408,"cec_top","hydro","Pranti"
"2112","clay",59,10.0708245109048,"clay","structural","Pranti"
"2113","clc",59,75.8724503861683,"clc","landcover","Pranti"
"2114","CN",59,33.1853209800212,"CN","physchem","Pranti"
"2115","crusting",59,73.3473128825844,"crusting","structural","Pranti"
"2116","dgh",59,7.92172527565825,"dgh","structural","Pranti"
"2117","dimp",59,7.50318499530476,"dimp","structural","Pranti"
"2118","erodi",59,34.0650930034059,"erodi","structural","Pranti"
"2119","parmado",59,22.2413149608881,"parmado","structural","Pranti"
"2120","pd_top",59,28.1326547641259,"pd_top","structural","Pranti"
"2121","pH",59,19.392256771011,"pH","physchem","Pranti"
"2122","proxi_eau_fast",59,1.47523497010625,"proxi_eau_fast","hydro","Pranti"
"2123","silt",59,61.23567624218,"silt","structural","Pranti"
"2124","wr",59,48.4979621581794,"wr","hydro","Pranti"
"2125","awc_top",60,11.5864511944241,"awc_top","hydro","Prtube"
"2126","bio_1",60,9.89421256394994,"TMeanY","temperature","Prtube"
"2127","bio_10",60,1.37525842185957,"TMeanWarmQ","temperature","Prtube"
"2128","bio_11",60,14.500658366059,"TMeanColdQ","temperature","Prtube"
"2129","bio_12",60,3.56527068355204,"PTotY","precipitation","Prtube"
"2130","bio_13",60,34.4556935777457,"PWetM","precipitation","Prtube"
"2131","bio_14",60,14.1141423718659,"PDryM","precipitation","Prtube"
"2132","bio_15",60,2.39931210192825,"PSeason","precipitation","Prtube"
"2133","bio_16",60,3.32021434793331,"PWetQ","precipitation","Prtube"
"2134","bio_17",60,8.28535329703315,"PDryQ","precipitation","Prtube"
"2135","bio_18",60,54.1488578184576,"PWarmQ","precipitation","Prtube"
"2136","bio_19",60,52.7214522261801,"PColdQ","precipitation","Prtube"
"2137","bio_2",60,3.29420723746766,"TMeanRngD","temperature","Prtube"
"2138","bio_3",60,78.1845182995371,"TIso","temperature","Prtube"
"2139","bio_4",60,76.5315511132756,"TSeason","temperature","Prtube"
"2140","bio_5",60,13.6419089043247,"TMaxWarmM","temperature","Prtube"
"2141","bio_6",60,1.94060587321641,"TMinColdM","temperature","Prtube"
"2142","bio_7",60,17.8967451757182,"TRngY","temperature","Prtube"
"2143","bio_8",60,3.46350256346229,"TMeanWetQ","temperature","Prtube"
"2144","bio_9",60,3.52009734370266,"TMeanDryQ","temperature","Prtube"
"2145","bs_top",60,25.2143950817437,"bs_top","hydro","Prtube"
"2146","Carbone",60,2.84429245396983,"C","physchem","Prtube"
"2147","cec_top",60,21.0034348318694,"cec_top","hydro","Prtube"
"2148","clay",60,3.80808912519158,"clay","structural","Prtube"
"2149","clc",60,29.1626147657439,"clc","landcover","Prtube"
"2150","CN",60,26.3238712971381,"CN","physchem","Prtube"
"2151","crusting",60,20.4748357115339,"crusting","structural","Prtube"
"2152","dgh",60,10.6745766172912,"dgh","structural","Prtube"
"2153","dimp",60,12.1207363997873,"dimp","structural","Prtube"
"2154","erodi",60,20.4821275449651,"erodi","structural","Prtube"
"2155","parmado",60,17.2794149739512,"parmado","structural","Prtube"
"2156","pd_top",60,27.9513626589571,"pd_top","structural","Prtube"
"2157","pH",60,19.3703825057209,"pH","physchem","Prtube"
"2158","proxi_eau_fast",60,0.838723265880006,"proxi_eau_fast","hydro","Prtube"
"2159","silt",60,12.1603934500889,"silt","structural","Prtube"
"2160","wr",60,21.1199037645533,"wr","hydro","Prtube"
"2161","awc_top",61,25.4369938008247,"awc_top","hydro","Prampl"
"2162","bio_1",61,13.3980649250542,"TMeanY","temperature","Prampl"
"2163","bio_10",61,19.4816079779124,"TMeanWarmQ","temperature","Prampl"
"2164","bio_11",61,13.0069779482832,"TMeanColdQ","temperature","Prampl"
"2165","bio_12",61,14.0609018817422,"PTotY","precipitation","Prampl"
"2166","bio_13",61,16.236762429053,"PWetM","precipitation","Prampl"
"2167","bio_14",61,27.1724605405136,"PDryM","precipitation","Prampl"
"2168","bio_15",61,33.3481228120901,"PSeason","precipitation","Prampl"
"2169","bio_16",61,30.7698999273564,"PWetQ","precipitation","Prampl"
"2170","bio_17",61,25.6282289619569,"PDryQ","precipitation","Prampl"
"2171","bio_18",61,31.829018351609,"PWarmQ","precipitation","Prampl"
"2172","bio_19",61,59.2237628708994,"PColdQ","precipitation","Prampl"
"2173","bio_2",61,62.7121426692538,"TMeanRngD","temperature","Prampl"
"2174","bio_3",61,72.9692056322085,"TIso","temperature","Prampl"
"2175","bio_4",61,39.0520096588022,"TSeason","temperature","Prampl"
"2176","bio_5",61,12.5872993065366,"TMaxWarmM","temperature","Prampl"
"2177","bio_6",61,16.6284788137434,"TMinColdM","temperature","Prampl"
"2178","bio_7",61,14.4853074788326,"TRngY","temperature","Prampl"
"2179","bio_8",61,50.6299549026315,"TMeanWetQ","temperature","Prampl"
"2180","bio_9",61,129.413203248746,"TMeanDryQ","temperature","Prampl"
"2181","bs_top",61,30.9959141655177,"bs_top","hydro","Prampl"
"2182","Carbone",61,10.9823230901085,"C","physchem","Prampl"
"2183","cec_top",61,5.36162690175501,"cec_top","hydro","Prampl"
"2184","clay",61,50.5988290738974,"clay","structural","Prampl"
"2185","clc",61,92.8435068774852,"clc","landcover","Prampl"
"2186","CN",61,15.6711985281711,"CN","physchem","Prampl"
"2187","crusting",61,40.1136591820705,"crusting","structural","Prampl"
"2188","dgh",61,35.4973051217444,"dgh","structural","Prampl"
"2189","dimp",61,6.62016432920615,"dimp","structural","Prampl"
"2190","erodi",61,13.4185684335339,"erodi","structural","Prampl"
"2191","parmado",61,25.399416751552,"parmado","structural","Prampl"
"2192","pd_top",61,27.2628446108095,"pd_top","structural","Prampl"
"2193","pH",61,11.3162983300381,"pH","physchem","Prampl"
"2194","proxi_eau_fast",61,3.12190571259596,"proxi_eau_fast","hydro","Prampl"
"2195","silt",61,28.5668348542829,"silt","structural","Prampl"
"2196","wr",61,38.0668272172711,"wr","hydro","Prampl"
"2197","awc_top",62,3.06799636424822,"awc_top","hydro","Prbise"
"2198","bio_1",62,16.0820779551873,"TMeanY","temperature","Prbise"
"2199","bio_10",62,2.71790766832031,"TMeanWarmQ","temperature","Prbise"
"2200","bio_11",62,20.0365737809687,"TMeanColdQ","temperature","Prbise"
"2201","bio_12",62,4.65253787910941,"PTotY","precipitation","Prbise"
"2202","bio_13",62,12.3970383577412,"PWetM","precipitation","Prbise"
"2203","bio_14",62,15.1055210439319,"PDryM","precipitation","Prbise"
"2204","bio_15",62,21.2010562792262,"PSeason","precipitation","Prbise"
"2205","bio_16",62,2.11485576202131,"PWetQ","precipitation","Prbise"
"2206","bio_17",62,9.85305629392548,"PDryQ","precipitation","Prbise"
"2207","bio_18",62,4.30093994782113,"PWarmQ","precipitation","Prbise"
"2208","bio_19",62,14.3031662708571,"PColdQ","precipitation","Prbise"
"2209","bio_2",62,37.2724321650515,"TMeanRngD","temperature","Prbise"
"2210","bio_3",62,48.8328194174411,"TIso","temperature","Prbise"
"2211","bio_4",62,27.322990282856,"TSeason","temperature","Prbise"
"2212","bio_5",62,15.3269127356756,"TMaxWarmM","temperature","Prbise"
"2213","bio_6",62,10.4367452437964,"TMinColdM","temperature","Prbise"
"2214","bio_7",62,5.0846191374236,"TRngY","temperature","Prbise"
"2215","bio_8",62,20.8990890821342,"TMeanWetQ","temperature","Prbise"
"2216","bio_9",62,46.026545444902,"TMeanDryQ","temperature","Prbise"
"2217","bs_top",62,28.7526646869715,"bs_top","hydro","Prbise"
"2218","Carbone",62,7.01395797319908,"C","physchem","Prbise"
"2219","cec_top",62,42.3076695062122,"cec_top","hydro","Prbise"
"2220","clay",62,19.3459044320194,"clay","structural","Prbise"
"2221","clc",62,31.1859044180426,"clc","landcover","Prbise"
"2222","CN",62,13.9828238914462,"CN","physchem","Prbise"
"2223","crusting",62,12.3579501473915,"crusting","structural","Prbise"
"2224","dgh",62,1.42378994783793,"dgh","structural","Prbise"
"2225","dimp",62,2.76554138353895,"dimp","structural","Prbise"
"2226","erodi",62,10.8986856491251,"erodi","structural","Prbise"
"2227","parmado",62,11.8168298985679,"parmado","structural","Prbise"
"2228","pd_top",62,19.8025075794528,"pd_top","structural","Prbise"
"2229","pH",62,21.3807335756983,"pH","physchem","Prbise"
"2230","proxi_eau_fast",62,1.73764125855279,"proxi_eau_fast","hydro","Prbise"
"2231","silt",62,10.6531139897955,"silt","structural","Prbise"
"2232","wr",62,13.4327157292007,"wr","hydro","Prbise"
"2233","awc_top",63,8.65437680012997,"awc_top","hydro","Prprat"
"2234","bio_1",63,19.2594380628986,"TMeanY","temperature","Prprat"
"2235","bio_10",63,32.4009280229721,"TMeanWarmQ","temperature","Prprat"
"2236","bio_11",63,34.2064325739572,"TMeanColdQ","temperature","Prprat"
"2237","bio_12",63,2.15666619434989,"PTotY","precipitation","Prprat"
"2238","bio_13",63,36.4564635562957,"PWetM","precipitation","Prprat"
"2239","bio_14",63,18.0063975195259,"PDryM","precipitation","Prprat"
"2240","bio_15",63,17.0845246092405,"PSeason","precipitation","Prprat"
"2241","bio_16",63,10.0522700688151,"PWetQ","precipitation","Prprat"
"2242","bio_17",63,20.807242313424,"PDryQ","precipitation","Prprat"
"2243","bio_18",63,42.1338913142141,"PWarmQ","precipitation","Prprat"
"2244","bio_19",63,38.0121873413693,"PColdQ","precipitation","Prprat"
"2245","bio_2",63,7.59358367728239,"TMeanRngD","temperature","Prprat"
"2246","bio_3",63,18.2435783709415,"TIso","temperature","Prprat"
"2247","bio_4",63,22.6017054840556,"TSeason","temperature","Prprat"
"2248","bio_5",63,32.3104391270425,"TMaxWarmM","temperature","Prprat"
"2249","bio_6",63,24.3948400833403,"TMinColdM","temperature","Prprat"
"2250","bio_7",63,9.98510763817357,"TRngY","temperature","Prprat"
"2251","bio_8",63,4.88163142568451,"TMeanWetQ","temperature","Prprat"
"2252","bio_9",63,2.33244534589913,"TMeanDryQ","temperature","Prprat"
"2253","bs_top",63,9.06615546996725,"bs_top","hydro","Prprat"
"2254","Carbone",63,10.9379077598763,"C","physchem","Prprat"
"2255","cec_top",63,22.7302345396047,"cec_top","hydro","Prprat"
"2256","clay",63,47.2312267523059,"clay","structural","Prprat"
"2257","clc",63,33.093285087327,"clc","landcover","Prprat"
"2258","CN",63,21.4084804713104,"CN","physchem","Prprat"
"2259","crusting",63,32.5566569031949,"crusting","structural","Prprat"
"2260","dgh",63,4.69939918143047,"dgh","structural","Prprat"
"2261","dimp",63,7.47423446171111,"dimp","structural","Prprat"
"2262","erodi",63,14.0720845724243,"erodi","structural","Prprat"
"2263","parmado",63,34.4091863977989,"parmado","structural","Prprat"
"2264","pd_top",63,58.7916373812532,"pd_top","structural","Prprat"
"2265","pH",63,22.1459019816691,"pH","physchem","Prprat"
"2266","proxi_eau_fast",63,1.24769642021952,"proxi_eau_fast","hydro","Prprat"
"2267","silt",63,11.4053560793138,"silt","structural","Prprat"
"2268","wr",63,21.1160404744761,"wr","hydro","Prprat"
"2269","awc_top",64,3.09821120923027,"awc_top","hydro","PrFrag"
"2270","bio_1",64,3.01651083804044,"TMeanY","temperature","PrFrag"
"2271","bio_10",64,3.67230044773435,"TMeanWarmQ","temperature","PrFrag"
"2272","bio_11",64,13.9694377612715,"TMeanColdQ","temperature","PrFrag"
"2273","bio_12",64,3.00073520541267,"PTotY","precipitation","PrFrag"
"2274","bio_13",64,2.75814658250453,"PWetM","precipitation","PrFrag"
"2275","bio_14",64,27.6641925987666,"PDryM","precipitation","PrFrag"
"2276","bio_15",64,13.550714365043,"PSeason","precipitation","PrFrag"
"2277","bio_16",64,5.22437735395126,"PWetQ","precipitation","PrFrag"
"2278","bio_17",64,33.6585741957136,"PDryQ","precipitation","PrFrag"
"2279","bio_18",64,25.1459591960237,"PWarmQ","precipitation","PrFrag"
"2280","bio_19",64,31.0058641216619,"PColdQ","precipitation","PrFrag"
"2281","bio_2",64,52.5893471897158,"TMeanRngD","temperature","PrFrag"
"2282","bio_3",64,76.1916443107071,"TIso","temperature","PrFrag"
"2283","bio_4",64,15.0265096933681,"TSeason","temperature","PrFrag"
"2284","bio_5",64,23.1400584178976,"TMaxWarmM","temperature","PrFrag"
"2285","bio_6",64,1.34884925054322,"TMinColdM","temperature","PrFrag"
"2286","bio_7",64,17.4465404675687,"TRngY","temperature","PrFrag"
"2287","bio_8",64,11.7356154106547,"TMeanWetQ","temperature","PrFrag"
"2288","bio_9",64,35.9952421781944,"TMeanDryQ","temperature","PrFrag"
"2289","bs_top",64,18.9455942584095,"bs_top","hydro","PrFrag"
"2290","Carbone",64,8.05083966122622,"C","physchem","PrFrag"
"2291","cec_top",64,39.7753494316822,"cec_top","hydro","PrFrag"
"2292","clay",64,13.0307876428889,"clay","structural","PrFrag"
"2293","clc",64,45.0986638636465,"clc","landcover","PrFrag"
"2294","CN",64,26.3006098849457,"CN","physchem","PrFrag"
"2295","crusting",64,36.5028424607167,"crusting","structural","PrFrag"
"2296","dgh",64,3.94629099278279,"dgh","structural","PrFrag"
"2297","dimp",64,7.98594628762184,"dimp","structural","PrFrag"
"2298","erodi",64,32.2682776363209,"erodi","structural","PrFrag"
"2299","parmado",64,14.2395374203902,"parmado","structural","PrFrag"
"2300","pd_top",64,8.27909923636158,"pd_top","structural","PrFrag"
"2301","pH",64,5.83589060283713,"pH","physchem","PrFrag"
"2302","proxi_eau_fast",64,3.60784261802276,"proxi_eau_fast","hydro","PrFrag"
"2303","silt",64,3.68733019521427,"silt","structural","PrFrag"
"2304","wr",64,15.5577568238406,"wr","hydro","PrFrag"
"2305","awc_top",65,31.7302766076497,"awc_top","hydro","Prpyre"
"2306","bio_1",65,37.6281226554721,"TMeanY","temperature","Prpyre"
"2307","bio_10",65,48.3697031731908,"TMeanWarmQ","temperature","Prpyre"
"2308","bio_11",65,41.8749331973025,"TMeanColdQ","temperature","Prpyre"
"2309","bio_12",65,1.91709955452679,"PTotY","precipitation","Prpyre"
"2310","bio_13",65,43.6230625521209,"PWetM","precipitation","Prpyre"
"2311","bio_14",65,9.23291887200763,"PDryM","precipitation","Prpyre"
"2312","bio_15",65,32.1545439076714,"PSeason","precipitation","Prpyre"
"2313","bio_16",65,12.8743500172346,"PWetQ","precipitation","Prpyre"
"2314","bio_17",65,15.4325818924793,"PDryQ","precipitation","Prpyre"
"2315","bio_18",65,20.7121385767446,"PWarmQ","precipitation","Prpyre"
"2316","bio_19",65,38.8489337418409,"PColdQ","precipitation","Prpyre"
"2317","bio_2",65,12.562423642196,"TMeanRngD","temperature","Prpyre"
"2318","bio_3",65,15.3025159294675,"TIso","temperature","Prpyre"
"2319","bio_4",65,14.5326679319646,"TSeason","temperature","Prpyre"
"2320","bio_5",65,53.5406337406925,"TMaxWarmM","temperature","Prpyre"
"2321","bio_6",65,36.7593698015666,"TMinColdM","temperature","Prpyre"
"2322","bio_7",65,11.9177270464481,"TRngY","temperature","Prpyre"
"2323","bio_8",65,15.384546008613,"TMeanWetQ","temperature","Prpyre"
"2324","bio_9",65,34.8879180386865,"TMeanDryQ","temperature","Prpyre"
"2325","bs_top",65,32.4411849449667,"bs_top","hydro","Prpyre"
"2326","Carbone",65,1.45235476938219,"C","physchem","Prpyre"
"2327","cec_top",65,23.3517961499587,"cec_top","hydro","Prpyre"
"2328","clay",65,4.74491315324695,"clay","structural","Prpyre"
"2329","clc",65,29.6925099283314,"clc","landcover","Prpyre"
"2330","CN",65,20.4259262166998,"CN","physchem","Prpyre"
"2331","crusting",65,32.2343542225491,"crusting","structural","Prpyre"
"2332","dgh",65,5.31902144247666,"dgh","structural","Prpyre"
"2333","dimp",65,7.03361199661083,"dimp","structural","Prpyre"
"2334","erodi",65,25.3761762663919,"erodi","structural","Prpyre"
"2335","parmado",65,27.4959566612963,"parmado","structural","Prpyre"
"2336","pd_top",65,11.0348230356794,"pd_top","structural","Prpyre"
"2337","pH",65,30.9818536004373,"pH","physchem","Prpyre"
"2338","proxi_eau_fast",65,1.55162704007939,"proxi_eau_fast","hydro","Prpyre"
"2339","silt",65,33.5188165363906,"silt","structural","Prpyre"
"2340","wr",65,29.7024003435941,"wr","hydro","Prpyre"
"2341","awc_top",66,15.9583138202643,"awc_top","hydro","Samama"
"2342","bio_1",66,3.88793908944819,"TMeanY","temperature","Samama"
"2343","bio_10",66,15.4879415387055,"TMeanWarmQ","temperature","Samama"
"2344","bio_11",66,4.1297859323374,"TMeanColdQ","temperature","Samama"
"2345","bio_12",66,9.22911856648512,"PTotY","precipitation","Samama"
"2346","bio_13",66,68.2484979160596,"PWetM","precipitation","Samama"
"2347","bio_14",66,38.2996868219692,"PDryM","precipitation","Samama"
"2348","bio_15",66,32.737167424201,"PSeason","precipitation","Samama"
"2349","bio_16",66,16.4072772605065,"PWetQ","precipitation","Samama"
"2350","bio_17",66,9.42863743603462,"PDryQ","precipitation","Samama"
"2351","bio_18",66,46.0444148177886,"PWarmQ","precipitation","Samama"
"2352","bio_19",66,41.2797646777658,"PColdQ","precipitation","Samama"
"2353","bio_2",66,12.718474241863,"TMeanRngD","temperature","Samama"
"2354","bio_3",66,58.3916327712242,"TIso","temperature","Samama"
"2355","bio_4",66,20.9941129583283,"TSeason","temperature","Samama"
"2356","bio_5",66,3.65573549467139,"TMaxWarmM","temperature","Samama"
"2357","bio_6",66,29.8652318192436,"TMinColdM","temperature","Samama"
"2358","bio_7",66,46.7820660444908,"TRngY","temperature","Samama"
"2359","bio_8",66,29.585913261869,"TMeanWetQ","temperature","Samama"
"2360","bio_9",66,6.44640482957475,"TMeanDryQ","temperature","Samama"
"2361","bs_top",66,43.1461743384181,"bs_top","hydro","Samama"
"2362","Carbone",66,24.727897421699,"C","physchem","Samama"
"2363","cec_top",66,9.76971678544534,"cec_top","hydro","Samama"
"2364","clay",66,1.70690787873231,"clay","structural","Samama"
"2365","clc",66,92.7484913315019,"clc","landcover","Samama"
"2366","CN",66,30.1651423767651,"CN","physchem","Samama"
"2367","crusting",66,36.9676290342398,"crusting","structural","Samama"
"2368","dgh",66,30.8297523468803,"dgh","structural","Samama"
"2369","dimp",66,4.86745236867107,"dimp","structural","Samama"
"2370","erodi",66,35.2659383629356,"erodi","structural","Samama"
"2371","parmado",66,19.6823016645946,"parmado","structural","Samama"
"2372","pd_top",66,25.4123010213277,"pd_top","structural","Samama"
"2373","pH",66,6.12401111260988,"pH","physchem","Samama"
"2374","proxi_eau_fast",66,2.21115423839074,"proxi_eau_fast","hydro","Samama"
"2375","silt",66,6.35005572566297,"silt","structural","Samama"
"2376","wr",66,10.6975309825246,"wr","hydro","Samama"
"2377","awc_top",67,14.0258054737795,"awc_top","hydro","Sccors"
"2378","bio_1",67,3.77573870871757,"TMeanY","temperature","Sccors"
"2379","bio_10",67,6.73069000644822,"TMeanWarmQ","temperature","Sccors"
"2380","bio_11",67,6.35583823080776,"TMeanColdQ","temperature","Sccors"
"2381","bio_12",67,2.90954344965232,"PTotY","precipitation","Sccors"
"2382","bio_13",67,10.8961594582763,"PWetM","precipitation","Sccors"
"2383","bio_14",67,13.2222510946521,"PDryM","precipitation","Sccors"
"2384","bio_15",67,43.1671877982397,"PSeason","precipitation","Sccors"
"2385","bio_16",67,19.0052144107209,"PWetQ","precipitation","Sccors"
"2386","bio_17",67,13.5392935872254,"PDryQ","precipitation","Sccors"
"2387","bio_18",67,5.0622932451218,"PWarmQ","precipitation","Sccors"
"2388","bio_19",67,5.83465793602828,"PColdQ","precipitation","Sccors"
"2389","bio_2",67,13.079807081827,"TMeanRngD","temperature","Sccors"
"2390","bio_3",67,31.3947066985958,"TIso","temperature","Sccors"
"2391","bio_4",67,3.06767220018157,"TSeason","temperature","Sccors"
"2392","bio_5",67,3.01916995886715,"TMaxWarmM","temperature","Sccors"
"2393","bio_6",67,9.85462401597538,"TMinColdM","temperature","Sccors"
"2394","bio_7",67,14.6904686273917,"TRngY","temperature","Sccors"
"2395","bio_8",67,0.502491222285821,"TMeanWetQ","temperature","Sccors"
"2396","bio_9",67,13.946282648881,"TMeanDryQ","temperature","Sccors"
"2397","bs_top",67,3.35365979790825,"bs_top","hydro","Sccors"
"2398","Carbone",67,1.51334590577402,"C","physchem","Sccors"
"2399","cec_top",67,12.9886259335822,"cec_top","hydro","Sccors"
"2400","clay",67,5.77037967909972,"clay","structural","Sccors"
"2401","clc",67,3.45794236856723,"clc","landcover","Sccors"
"2402","CN",67,7.4435057465297,"CN","physchem","Sccors"
"2403","crusting",67,12.2403273034143,"crusting","structural","Sccors"
"2404","dgh",67,4.39128114624239,"dgh","structural","Sccors"
"2405","dimp",67,0.625680685020262,"dimp","structural","Sccors"
"2406","erodi",67,10.6319881463328,"erodi","structural","Sccors"
"2407","parmado",67,7.65065953759489,"parmado","structural","Sccors"
"2408","pd_top",67,5.39985016611901,"pd_top","structural","Sccors"
"2409","pH",67,3.24012181772411,"pH","physchem","Sccors"
"2410","proxi_eau_fast",67,0.84780123109686,"proxi_eau_fast","hydro","Sccors"
"2411","silt",67,1.55074069882608,"silt","structural","Sccors"
"2412","wr",67,4.92902364440006,"wr","hydro","Sccors"
"2413","awc_top",68,4.91795197929959,"awc_top","hydro","Scsavi"
"2414","bio_1",68,33.2535310068687,"TMeanY","temperature","Scsavi"
"2415","bio_10",68,25.4379818137891,"TMeanWarmQ","temperature","Scsavi"
"2416","bio_11",68,53.1959222946534,"TMeanColdQ","temperature","Scsavi"
"2417","bio_12",68,10.892861448614,"PTotY","precipitation","Scsavi"
"2418","bio_13",68,7.42504643004958,"PWetM","precipitation","Scsavi"
"2419","bio_14",68,29.0498235274991,"PDryM","precipitation","Scsavi"
"2420","bio_15",68,22.4004234815693,"PSeason","precipitation","Scsavi"
"2421","bio_16",68,2.70236311577674,"PWetQ","precipitation","Scsavi"
"2422","bio_17",68,24.4447590335761,"PDryQ","precipitation","Scsavi"
"2423","bio_18",68,36.7241214281581,"PWarmQ","precipitation","Scsavi"
"2424","bio_19",68,23.1358661666766,"PColdQ","precipitation","Scsavi"
"2425","bio_2",68,46.7167340659834,"TMeanRngD","temperature","Scsavi"
"2426","bio_3",68,73.0870070432335,"TIso","temperature","Scsavi"
"2427","bio_4",68,5.19782901891971,"TSeason","temperature","Scsavi"
"2428","bio_5",68,39.4647799722406,"TMaxWarmM","temperature","Scsavi"
"2429","bio_6",68,10.8912310413815,"TMinColdM","temperature","Scsavi"
"2430","bio_7",68,5.6142168218838,"TRngY","temperature","Scsavi"
"2431","bio_8",68,3.79059659472444,"TMeanWetQ","temperature","Scsavi"
"2432","bio_9",68,31.1985570834923,"TMeanDryQ","temperature","Scsavi"
"2433","bs_top",68,18.4306618604062,"bs_top","hydro","Scsavi"
"2434","Carbone",68,8.89042196283495,"C","physchem","Scsavi"
"2435","cec_top",68,6.40278759405688,"cec_top","hydro","Scsavi"
"2436","clay",68,39.7611675783452,"clay","structural","Scsavi"
"2437","clc",68,57.0454115884669,"clc","landcover","Scsavi"
"2438","CN",68,24.5132216445112,"CN","physchem","Scsavi"
"2439","crusting",68,28.6469527614989,"crusting","structural","Scsavi"
"2440","dgh",68,11.5371890956831,"dgh","structural","Scsavi"
"2441","dimp",68,4.06160478003175,"dimp","structural","Scsavi"
"2442","erodi",68,13.4263385449674,"erodi","structural","Scsavi"
"2443","parmado",68,14.2714221406652,"parmado","structural","Scsavi"
"2444","pd_top",68,7.02052671486508,"pd_top","structural","Scsavi"
"2445","pH",68,27.0092283711842,"pH","physchem","Scsavi"
"2446","proxi_eau_fast",68,2.11512116355781,"proxi_eau_fast","hydro","Scsavi"
"2447","silt",68,17.5968040719612,"silt","structural","Scsavi"
"2448","wr",68,9.78297460742362,"wr","hydro","Scsavi"
"2449","awc_top",69,22.9274544458857,"awc_top","hydro","ScBrev"
"2450","bio_1",69,11.3999188925809,"TMeanY","temperature","ScBrev"
"2451","bio_10",69,11.6087495975928,"TMeanWarmQ","temperature","ScBrev"
"2452","bio_11",69,13.7886985367209,"TMeanColdQ","temperature","ScBrev"
"2453","bio_12",69,0.889064244632577,"PTotY","precipitation","ScBrev"
"2454","bio_13",69,4.73842304872898,"PWetM","precipitation","ScBrev"
"2455","bio_14",69,14.2366572370408,"PDryM","precipitation","ScBrev"
"2456","bio_15",69,29.6050056028296,"PSeason","precipitation","ScBrev"
"2457","bio_16",69,6.26932853986747,"PWetQ","precipitation","ScBrev"
"2458","bio_17",69,11.654349095005,"PDryQ","precipitation","ScBrev"
"2459","bio_18",69,11.5988947471833,"PWarmQ","precipitation","ScBrev"
"2460","bio_19",69,9.89233978525024,"PColdQ","precipitation","ScBrev"
"2461","bio_2",69,2.46551139647865,"TMeanRngD","temperature","ScBrev"
"2462","bio_3",69,2.94773453946385,"TIso","temperature","ScBrev"
"2463","bio_4",69,3.20827592633289,"TSeason","temperature","ScBrev"
"2464","bio_5",69,5.47122923278897,"TMaxWarmM","temperature","ScBrev"
"2465","bio_6",69,9.38786560599016,"TMinColdM","temperature","ScBrev"
"2466","bio_7",69,2.38089634532093,"TRngY","temperature","ScBrev"
"2467","bio_8",69,1.3212934385868,"TMeanWetQ","temperature","ScBrev"
"2468","bio_9",69,8.16876751046497,"TMeanDryQ","temperature","ScBrev"
"2469","bs_top",69,0.971699668161045,"bs_top","hydro","ScBrev"
"2470","Carbone",69,4.04615112762277,"C","physchem","ScBrev"
"2471","cec_top",69,8.15998069426949,"cec_top","hydro","ScBrev"
"2472","clay",69,5.97586755617857,"clay","structural","ScBrev"
"2473","clc",69,3.8001582210829,"clc","landcover","ScBrev"
"2474","CN",69,13.5992694273861,"CN","physchem","ScBrev"
"2475","crusting",69,6.28371891465948,"crusting","structural","ScBrev"
"2476","dgh",69,3.31057136272771,"dgh","structural","ScBrev"
"2477","dimp",69,0.891858260462781,"dimp","structural","ScBrev"
"2478","erodi",69,10.5398714875368,"erodi","structural","ScBrev"
"2479","parmado",69,7.95163296184609,"parmado","structural","ScBrev"
"2480","pd_top",69,7.04303085947834,"pd_top","structural","ScBrev"
"2481","pH",69,3.93373745002603,"pH","physchem","ScBrev"
"2482","proxi_eau_fast",69,0.610505075436294,"proxi_eau_fast","hydro","ScBrev"
"2483","silt",69,3.71365161850069,"silt","structural","ScBrev"
"2484","wr",69,6.95436949378854,"wr","hydro","ScBrev"
"2485","awc_top",70,20.8689140475146,"awc_top","hydro","ScDuge"
"2486","bio_1",70,1.99911566449738,"TMeanY","temperature","ScDuge"
"2487","bio_10",70,1.78973044021852,"TMeanWarmQ","temperature","ScDuge"
"2488","bio_11",70,2.95503781736961,"TMeanColdQ","temperature","ScDuge"
"2489","bio_12",70,3.80455378339453,"PTotY","precipitation","ScDuge"
"2490","bio_13",70,2.45670621013023,"PWetM","precipitation","ScDuge"
"2491","bio_14",70,2.38892175112066,"PDryM","precipitation","ScDuge"
